City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
364,Novobessergenevka,RU,47.18,38.85,45.48,70,0,11.83,clear sky
365,Sri Aman,MY,1.24,111.46,78.85,89,20,0.0,few clouds
366,Ancud,CL,-41.87,-73.82,53.13,68,0,3.62,clear sky
367,Baculin,PH,7.45,126.58,83.44,75,71,4.79,broken clouds
368,Uyar,RU,55.81,94.32,28.69,83,100,5.21,overcast clouds
369,Ronneby,SE,56.21,15.28,46.9,100,90,4.61,mist
370,Bilibino,RU,68.05,166.44,-6.29,97,100,1.99,overcast clouds
371,Lata,PT,40.16,-8.33,67.93,98,100,9.95,overcast clouds
372,Surt,LY,31.21,16.59,71.69,67,99,13.69,overcast clouds
373,Pinhao,BR,-25.70,-51.66,60.26,97,100,5.73,overcast clouds
374,Talnakh,RU,69.49,88.40,11.64,96,100,4.79,light snow
375,Marigot,MF,18.07,-63.08,82.18,74,20,6.91,few clouds
376,Pakokku,MM,21.33,95.10,75.63,92,9,2.86,clear sky
377,Port Blair,IN,11.67,92.75,78.84,89,75,1.14,mist
378,Yinchuan,CN,38.47,106.27,41.11,48,0,7.02,clear sky
379,Narodychi,UA,51.20,29.08,41.23,83,6,9.15,clear sky
380,Berekua,DM,15.23,-61.32,79.84,75,77,12.33,broken clouds
381,Kaliganj,BD,23.41,89.14,69.75,69,29,4.83,scattered clouds
382,Manokwari,ID,-0.87,134.08,82.78,67,76,2.53,light rain
383,Anito,PH,12.45,125.29,81.46,74,98,11.32,overcast clouds
384,Tonota,BW,-21.48,27.48,74.86,34,56,6.69,broken clouds
385,Bairiki,KI,1.33,172.98,87.8,66,40,8.05,scattered clouds
386,Svetlogorsk,BY,52.63,29.73,42.12,83,22,10.16,few clouds
387,Camana,PE,-16.62,-72.71,66.83,79,62,5.59,broken clouds
388,Ternate,ID,0.80,127.40,82.54,72,96,2.68,moderate rain
389,Kindu,CD,-2.95,25.95,69.39,99,95,1.88,light rain
390,Ergani,TR,38.27,39.76,52.52,93,100,3.87,moderate rain
391,Buxtehude,DE,53.45,9.70,54.16,87,90,1.01,overcast clouds
392,Jining,CN,35.41,116.58,59.4,60,69,1.07,broken clouds
393,Noumea,NC,-22.28,166.46,84.18,99,3,8.43,clear sky
394,Pueblo Nuevo,MX,23.38,-105.38,59.4,87,3,3.38,clear sky
395,Tarko-Sale,RU,64.92,77.78,12.78,93,100,14.03,light snow
396,Port Moresby,PG,-9.44,147.18,87.22,66,40,11.5,scattered clouds
397,Taoudenni,ML,22.68,-3.98,83.35,28,1,8.95,clear sky
398,Trincomalee,LK,8.57,81.23,80.11,84,100,6.31,overcast clouds
399,Linxia,CN,35.60,103.21,39.4,79,96,1.9,overcast clouds
400,Heinola,FI,61.21,26.04,44.69,98,100,4.85,overcast clouds
401,Joshimath,IN,30.57,79.57,49.21,25,0,6.04,clear sky
402,Yumen,CN,40.28,97.20,36.16,49,72,5.61,broken clouds
403,Umm Lajj,SA,25.02,37.27,83.41,46,33,8.12,scattered clouds
404,Tuatapere,NZ,-46.13,167.68,47.32,93,100,16.89,overcast clouds
405,Khatanga,RU,71.97,102.50,1.31,97,86,0.45,overcast clouds
406,Haapsalu,EE,58.94,23.54,46.9,92,60,11.52,broken clouds
407,Saint-Louis,SN,16.33,-15.00,83.84,34,59,3.11,broken clouds
408,Kropotkin,RU,45.44,40.58,44.82,77,0,12.91,clear sky
409,Miri,MY,4.41,114.01,82.54,83,20,2.3,few clouds
410,Chake Chake,TZ,-5.25,39.77,74.89,86,47,5.88,scattered clouds
411,Kununurra,AU,-15.77,128.73,87.78,55,40,13.8,scattered clouds
412,Grindavik,IS,63.84,-22.43,39.67,87,0,13.8,clear sky
413,Castro,BR,-24.79,-50.01,60.17,96,91,9.19,light rain
414,Tuy Hoa,VN,13.08,109.30,77.04,89,33,4.79,scattered clouds
415,Vagamo,NO,61.88,9.10,42.51,99,100,10.31,light rain
416,Ahipara,NZ,-35.17,173.17,62.69,76,100,7.07,overcast clouds
417,Norman Wells,CA,65.28,-126.83,19.44,93,20,3.44,few clouds
418,Maumere,ID,-8.62,122.21,83.53,71,98,1.59,overcast clouds
419,Tamworth,GB,52.63,-1.70,47.57,89,27,1.99,scattered clouds
420,Vardo,NO,70.37,31.11,39.16,74,97,10.38,overcast clouds
421,Talcahuano,CL,-36.72,-73.12,58.68,77,0,8.05,clear sky
422,Ladario,BR,-19.00,-57.60,77.68,75,77,7.54,broken clouds
423,Padampur,IN,29.68,73.62,70.54,26,0,1.16,clear sky
424,Torbay,CA,47.67,-52.73,39.27,79,1,3.44,clear sky
425,Xiangxiang,CN,27.73,112.53,66.29,89,99,2.77,overcast clouds
426,Nesna,NO,66.20,13.02,43.57,78,74,11.45,broken clouds
427,Louis Trichardt,ZA,-23.04,29.90,61.25,90,71,11.68,broken clouds
428,Daru,PG,-9.08,143.21,83.66,75,98,10.36,overcast clouds
429,Kifri,IQ,34.70,44.97,79.99,30,100,18.03,overcast clouds
430,Nelson Bay,AU,-32.72,152.15,69.1,53,92,4.0,overcast clouds
431,Piranhas,BR,-16.43,-51.82,73.36,80,99,1.9,overcast clouds
432,Berlevag,NO,70.86,29.09,38.91,81,98,13.11,overcast clouds
433,Egvekinot,RU,66.32,-179.17,3.42,91,100,10.13,overcast clouds
434,Lagoa,PT,39.05,-27.98,70.21,85,100,21.05,overcast clouds
435,Sao Raimundo Nonato,BR,-9.02,-42.70,82.06,35,46,2.75,scattered clouds
436,Hereford,GB,52.06,-2.71,50.05,90,46,6.6,scattered clouds
437,Manggar,ID,-2.88,108.27,83.93,69,92,1.81,heavy intensity rain
438,Polyarnyy,RU,69.20,33.45,19.87,87,100,0.83,overcast clouds
439,Multan,PK,30.20,71.48,66.09,72,0,0.0,smoke
440,Chauk,MM,20.88,94.82,75.11,94,8,4.7,clear sky
441,La Romana,DO,18.43,-68.97,80.33,94,20,4.61,few clouds
442,Springdale,US,36.19,-94.13,55.31,71,1,0.0,clear sky
443,Along,IN,28.17,94.77,56.93,78,4,1.28,clear sky
444,Marawi,PH,8.00,124.29,71.65,88,60,2.06,broken clouds
445,Bangassou,CF,4.74,22.82,69.37,96,70,1.23,broken clouds
446,Copacabana,CO,6.35,-75.51,68.0,98,95,1.61,overcast clouds
447,Saint Anthony,US,45.02,-93.22,54.72,72,1,0.0,clear sky
448,Derzhavinsk,KZ,51.10,66.32,40.46,81,100,20.11,light rain
449,Acarau,BR,-2.89,-40.12,79.99,78,42,10.6,scattered clouds
450,Marovoay,MG,-16.10,46.63,71.74,91,10,2.35,clear sky
451,Sampit,ID,-2.53,112.95,77.79,82,88,2.06,overcast clouds
452,Sabang,ID,5.89,95.32,81.28,78,100,18.32,moderate rain
453,Tandalti,SD,13.02,31.87,89.67,30,68,3.58,broken clouds
454,Grand Gaube,MU,-20.01,57.66,70.38,84,4,1.99,clear sky
455,Ikom,NG,5.97,8.71,74.34,96,98,1.39,overcast clouds
456,Benghazi,LY,32.12,20.07,71.74,70,74,23.87,broken clouds
457,Pitimbu,BR,-7.47,-34.81,79.39,70,12,13.85,few clouds
458,Jeremoabo,BR,-10.07,-38.48,72.7,80,31,11.25,scattered clouds
459,Sindor,RU,62.86,51.89,29.55,98,100,3.18,overcast clouds
460,Lima,PE,-12.04,-77.03,64.9,78,75,8.05,broken clouds
461,Taltal,CL,-25.40,-70.48,62.8,69,22,1.25,few clouds
462,Saint Marys,US,30.73,-81.55,62.62,73,1,1.99,clear sky
463,Nhulunbuy,AU,-12.23,136.77,90.21,58,40,10.36,scattered clouds
464,Nemuro,JP,43.32,145.57,54.03,74,73,9.31,broken clouds
465,Balkhash,KZ,46.84,74.98,38.16,49,57,9.46,broken clouds
466,Bukama,CD,-9.20,25.85,69.4,94,89,0.67,overcast clouds
467,Molave,PH,8.08,123.49,81.64,81,94,1.45,overcast clouds
468,Kaithal,IN,29.80,76.38,65.59,41,0,5.44,clear sky
469,Fatezh,RU,52.09,35.86,31.98,86,1,7.07,clear sky
470,Muisne,EC,0.60,-80.03,74.86,79,28,6.31,scattered clouds
471,Ohara,JP,35.25,140.38,63.95,74,100,4.14,moderate rain
472,Jiangyou,CN,31.77,104.72,58.66,75,95,4.05,light rain
473,Angoram,PG,-4.06,144.07,85.8,72,84,2.46,broken clouds
474,Merauke,ID,-8.47,140.33,85.21,68,89,7.58,overcast clouds
475,Lewistown,US,40.60,-77.57,55.63,96,20,0.0,mist
476,Imeni Poliny Osipenko,RU,52.42,136.49,27.86,59,9,1.66,clear sky
477,Pemberton,CA,50.32,-122.80,51.66,49,0,4.43,clear sky
478,Yulara,AU,-25.24,130.99,64.24,68,40,10.36,scattered clouds
479,Duayaw Nkwanta,GH,7.17,-2.10,70.79,96,76,3.04,broken clouds
480,Abu Dhabi,AE,24.47,54.37,84.18,63,0,10.33,clear sky
481,Aswan,EG,24.09,32.91,82.06,31,88,7.76,overcast clouds
482,Sembakung,ID,3.82,117.25,82.33,89,76,2.06,broken clouds
483,Cascioarele,RO,44.13,26.47,51.39,87,0,3.98,clear sky
484,Rodbyhavn,DK,54.65,11.35,54.1,77,100,19.24,overcast clouds
485,Yibin,CN,28.77,104.62,60.1,93,100,2.75,overcast clouds
486,Harper,LR,4.38,-7.72,77.25,87,93,4.92,overcast clouds
487,Porbandar,IN,21.64,69.61,76.21,37,11,8.03,few clouds
488,Kampene,CD,-3.60,26.67,67.46,98,98,1.52,light rain
489,Shache,CN,38.42,77.24,44.38,37,0,2.39,clear sky
490,West Bay,KY,19.37,-81.42,83.07,72,40,1.99,scattered clouds
491,Lieksa,FI,63.32,30.02,43.48,91,92,12.8,overcast clouds
492,Klaksvik,FO,62.23,-6.59,45.52,92,97,12.5,overcast clouds
493,Mtimbira,TZ,-8.78,36.35,74.08,79,22,3.49,few clouds
494,Bambanglipuro,ID,-7.95,110.28,80.04,84,90,5.35,overcast clouds
495,Athabasca,CA,54.72,-113.29,35.42,43,0,9.42,clear sky
496,Guane,CU,22.20,-84.09,74.07,68,11,7.27,few clouds
497,Kanlagay,PH,5.88,121.29,82.42,78,78,1.61,broken clouds
498,Boa Vista,BR,2.82,-60.67,85.98,62,20,4.61,few clouds
499,Santiago Del Estero,AR,-27.80,-64.26,89.01,38,30,7.34,scattered clouds
500,Ugoofaaru,MV,5.67,73.00,81.19,76,23,10.09,few clouds
501,Amahai,ID,-3.33,128.92,81.37,78,91,1.21,overcast clouds
502,Erdenet,MN,49.03,104.08,27.39,72,83,4.85,broken clouds
503,Korla,CN,41.76,86.15,45.57,38,24,2.15,few clouds
504,Quesnel,CA,53.00,-122.50,37.9,56,1,3.44,clear sky
505,Salinas,US,36.68,-121.66,67.23,80,90,9.22,overcast clouds
506,Cangzhou,CN,38.32,116.87,54.75,50,52,8.57,broken clouds
507,North Platte,US,41.12,-100.77,53.49,61,1,5.99,clear sky
508,Maragogi,BR,-9.01,-35.22,77.36,74,6,10.58,clear sky
509,Port Macquarie,AU,-31.43,152.92,69.76,67,98,7.58,overcast clouds
510,Fredericksburg,US,38.30,-77.46,59.41,82,90,0.0,overcast clouds
511,Ngaoundere,CM,7.32,13.58,67.96,79,90,1.83,overcast clouds
512,Bilma,NE,18.69,12.92,79.23,28,40,16.84,scattered clouds
513,Havoysund,NO,71.00,24.66,32.88,66,100,12.19,overcast clouds
514,Faya,SA,18.39,42.45,57.31,54,0,5.68,clear sky
515,Morgantown,US,39.63,-79.96,56.23,93,90,0.0,mist
516,Kigoma,TZ,-4.88,29.63,76.51,71,79,5.93,broken clouds
517,Kaspiysk,RU,42.88,47.64,51.98,81,40,8.99,scattered clouds
518,Greymouth,NZ,-42.47,171.20,54.14,82,41,14.38,scattered clouds
519,Nova Olimpia,BR,-14.80,-57.29,77.07,75,90,2.77,overcast clouds
520,Pohrebyshche,UA,49.49,29.26,40.89,79,0,9.13,clear sky
521,Hirado,JP,33.36,129.55,63.75,66,5,16.37,clear sky
522,Pepel,SL,8.58,-13.06,75.13,91,95,3.69,overcast clouds
523,Marathon,US,44.90,-89.77,53.13,81,1,8.05,clear sky
524,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,37.99,65,75,2.24,broken clouds
525,Pisco,PE,-13.70,-76.22,62.65,82,20,12.66,few clouds
526,Fraga,ES,41.52,0.35,60.57,88,100,2.33,overcast clouds
527,Angahuan,MX,19.55,-102.18,49.73,87,47,0.49,scattered clouds
528,Sao Sebastiao Do Paraiso,BR,-20.92,-46.99,63.48,91,87,3.22,light rain
529,La Quinta,US,33.66,-116.31,89.73,27,1,4.0,clear sky
530,Batken,KG,39.83,71.00,34.36,45,100,4.34,overcast clouds
531,Hun,LY,29.13,15.95,69.12,33,85,5.82,overcast clouds
532,Najran,SA,17.49,44.13,70.45,55,25,3.65,scattered clouds
533,Lazaro Cardenas,MX,17.96,-102.20,80.35,79,2,2.73,clear sky
534,Mwinilunga,ZM,-11.74,24.43,65.25,80,79,3.24,broken clouds
535,Charters Towers,AU,-20.10,146.27,88.99,39,15,7.34,few clouds
536,Itaueira,BR,-7.60,-43.03,83.25,39,70,3.51,broken clouds
537,Srandakan,ID,-7.94,110.25,80.08,84,88,5.21,overcast clouds
538,Newport,GB,51.59,-3.00,53.2,91,53,11.99,broken clouds
539,Roswell,US,34.02,-84.36,54.39,94,90,1.99,overcast clouds
540,South Lake Tahoe,US,38.93,-119.98,59.65,57,90,8.05,overcast clouds
541,Molteno,ZA,-31.40,26.36,50.32,74,0,2.51,clear sky
542,Adiake,CI,5.29,-3.30,76.37,90,83,5.79,broken clouds
543,Sabha,LY,27.04,14.43,68.67,29,1,5.73,clear sky
544,Tecoanapa,MX,16.52,-98.75,81.23,80,44,7.05,scattered clouds
545,Kamakwie,SL,9.50,-12.23,72.9,95,100,1.23,overcast clouds
546,Antalaha,MG,-14.90,50.28,71.83,89,75,4.79,broken clouds
547,Mnogovershinnyy,RU,53.94,139.92,22.82,68,55,12.84,broken clouds
548,Vasudevanallur,IN,9.23,77.42,75.94,87,100,1.79,moderate rain
549,Puerto Colombia,CO,10.99,-74.95,75.29,80,100,7.49,overcast clouds
550,Keita,NE,14.76,5.77,82.08,15,7,8.05,clear sky
551,Hami,CN,42.80,93.45,49.53,44,100,2.46,overcast clouds
552,Kashi,CN,39.45,75.98,43.81,26,20,4.47,few clouds
553,Ishigaki,JP,24.34,124.16,78.93,73,75,11.5,broken clouds
554,Onega,RU,63.91,38.14,40.75,95,98,7.78,overcast clouds
555,Mandera,KE,3.94,41.87,82.17,43,81,7.56,broken clouds
556,Playas,EC,-2.63,-80.38,72.63,82,44,11.18,scattered clouds
557,Marzuq,YE,14.40,46.47,71.98,63,76,2.51,broken clouds
558,Sokoni,TZ,-6.43,39.55,78.49,78,61,8.86,broken clouds
559,Anori,BR,-3.77,-61.64,79.52,71,67,1.86,broken clouds
560,Havre-Saint-Pierre,CA,50.23,-63.60,46.4,93,1,4.61,clear sky
561,Agde,FR,43.31,3.48,63.95,94,90,10.0,overcast clouds
562,Yenagoa,NG,4.92,6.26,76.32,95,100,3.4,overcast clouds
563,Teguise,ES,29.06,-13.56,62.82,82,0,5.75,clear sky
564,Hearst,CA,49.68,-83.67,35.85,86,4,4.18,clear sky
565,Xai-Xai,MZ,-25.05,33.64,67.78,90,77,1.81,light rain
566,Ciudad Bolivar,VE,8.12,-63.55,77.83,84,82,8.16,broken clouds
567,Darnah,LY,32.77,22.64,67.98,67,40,12.15,scattered clouds
568,Labuhan,ID,-6.88,112.21,82.49,76,86,4.68,overcast clouds
569,Aljezur,PT,37.32,-8.80,68.86,96,99,14.7,overcast clouds
570,Sanok,PL,49.56,22.21,53.85,100,4,14.2,clear sky
571,Ponta Delgada,PT,37.73,-25.67,73.51,94,75,11.5,broken clouds
572,Mareeba,AU,-17.00,145.43,90.32,57,24,7.43,few clouds
573,Kandrian,PG,-6.22,149.55,85.6,72,78,8.84,light rain
574,Tuymazy,RU,54.61,53.71,44.31,95,100,7.99,overcast clouds
575,Muhos,FI,64.81,25.99,44.38,91,89,9.13,overcast clouds
576,Semiletka,RU,55.36,54.62,40.73,95,96,9.35,overcast clouds
577,Janakpur,NP,26.72,85.91,66.36,77,0,1.48,clear sky
578,Edendale,ZA,-29.65,30.31,52.63,93,18,4.56,few clouds
579,Waynesboro,US,38.07,-78.89,53.65,92,90,0.0,overcast clouds
580,Belmonte,BR,-15.86,-38.88,75.7,84,90,6.96,overcast clouds
581,Timbiqui,CO,2.77,-77.67,75.16,90,89,4.94,light rain
582,Kamenka,RU,51.32,42.77,39.88,79,6,6.42,clear sky
583,Arkhara,RU,49.42,130.08,29.64,45,0,6.82,clear sky
584,Boquira,BR,-12.82,-42.73,75.97,51,31,4.79,scattered clouds
585,Nyurba,RU,63.28,118.33,25.75,95,100,8.66,light snow
586,Santiago,CL,-33.46,-70.65,76.86,31,0,19.57,clear sky
587,Caborca,MX,30.58,-111.10,80.35,19,0,5.28,clear sky
588,Sinnamary,GF,5.38,-52.95,79.03,84,14,7.14,few clouds
589,Tazovskiy,RU,67.47,78.70,7.27,93,100,15.08,overcast clouds
590,Raga,SS,8.46,25.68,74.88,69,97,3.49,overcast clouds
591,Noshiro,JP,40.20,140.02,50.94,69,100,3.74,overcast clouds
592,Impfondo,CG,1.64,18.07,72.12,87,59,1.86,broken clouds
593,Barkhan,PK,29.90,69.53,59.59,19,0,4.5,clear sky
594,Huarmey,PE,-10.07,-78.15,64.13,84,59,7.23,broken clouds
595,Jimenez,MX,28.33,-105.40,76.8,17,0,7.74,clear sky
596,Te Anau,NZ,-45.42,167.72,50.47,87,100,4.61,overcast clouds
597,Ilinskiy,RU,55.62,38.12,43.38,93,0,6.71,clear sky
598,Siparia,TT,10.13,-61.50,79.07,94,75,7.83,broken clouds
599,Esperance,AU,-33.87,121.90,66.51,47,9,12.93,clear sky
600,Changping,CN,40.22,116.22,59.52,35,68,7.0,broken clouds
601,Stromness,GB,58.97,-3.30,47.88,86,53,13.0,broken clouds
602,Kombissiri,BF,12.07,-1.34,84.18,30,18,2.86,few clouds
603,Dukat,RU,62.55,155.55,-0.9,93,100,4.56,overcast clouds
604,Karwar,IN,14.80,74.13,77.4,83,97,5.08,overcast clouds
605,Pandan,PH,14.05,124.17,80.62,73,100,11.72,overcast clouds
606,Barra Patuca,HN,15.80,-84.28,78.8,73,79,14.23,broken clouds
607,Elko,US,41.00,-115.50,59.74,48,100,1.01,overcast clouds
608,Margate,GB,51.38,1.39,50.92,84,86,1.01,overcast clouds
609,Kalmunai,LK,7.42,81.82,77.43,88,89,7.31,overcast clouds
610,North Bend,US,43.41,-124.22,59.92,97,90,5.75,overcast clouds
611,Vendome,FR,47.80,1.07,52.27,89,100,7.63,overcast clouds
612,Kushiro,JP,42.98,144.37,50.95,81,75,3.44,broken clouds
613,Broken Hill,AU,-31.95,141.43,62.44,24,98,11.63,overcast clouds
614,Ayan,RU,56.45,138.17,23.25,49,0,18.32,clear sky
615,Ust-Tsilma,RU,65.44,52.15,23.23,96,100,5.44,overcast clouds
616,Viedma,AR,-40.81,-63.00,50.77,67,91,22.41,overcast clouds
617,Hinton,CA,53.40,-117.59,33.84,39,1,2.01,clear sky
618,Anloga,GH,5.79,0.90,82.62,82,79,13.67,broken clouds
619,Campina Verde,BR,-19.54,-49.49,73.71,72,32,1.68,light rain
620,Kuching,MY,1.55,110.33,79.02,89,20,0.0,few clouds
621,Ananas,HT,19.25,-71.96,71.87,79,17,4.72,few clouds
622,Dunedin,NZ,-45.87,170.50,58.8,57,68,14.0,broken clouds
623,Kasongo-Lunda,CD,-6.47,16.82,69.22,98,100,1.92,light rain
624,Ontario,US,34.06,-117.65,81.05,55,75,1.99,broken clouds
625,Khuzdar,PK,27.74,66.64,59.13,26,0,6.2,clear sky
626,Ocampo,MX,21.65,-101.50,63.05,35,52,2.3,broken clouds
627,Manacor,ES,39.57,3.21,70.68,82,100,15.39,overcast clouds
628,Olinda,BR,-8.01,-34.86,80.33,65,40,10.36,scattered clouds
629,Mhlume,SZ,-26.03,31.85,65.86,72,99,2.77,overcast clouds
630,Tomarovka,RU,50.68,36.23,38.16,85,0,5.17,clear sky
631,Ludgerovice,CZ,49.89,18.24,53.31,59,3,11.12,clear sky
632,Benguela,AO,-12.58,13.41,74.66,77,100,4.0,overcast clouds
633,Pimenta Bueno,BR,-11.67,-61.19,78.78,64,97,2.59,overcast clouds
634,Sayyan,YE,15.17,44.32,54.75,77,86,5.44,overcast clouds
635,Baghdad,IQ,33.34,44.40,78.71,61,75,13.8,broken clouds
636,Bashtanka,UA,47.41,32.44,42.12,79,0,8.41,clear sky
637,Mogadishu,SO,2.04,45.34,78.62,81,51,14.03,broken clouds
638,Valparaiso,CL,-33.04,-71.63,55.04,87,75,6.91,broken clouds
639,Uruguaiana,BR,-29.75,-57.09,82.33,57,0,11.5,clear sky
640,Smiltene,LV,57.42,25.90,45.81,86,39,7.2,scattered clouds
641,Yumbel,CL,-37.08,-72.57,57.92,58,100,2.64,overcast clouds
642,Demba,CD,-5.51,22.27,67.06,97,99,1.07,overcast clouds
643,Cozumel,MX,20.51,-86.95,80.94,65,14,5.99,few clouds
644,Governador Valadares,BR,-18.85,-41.95,72.05,88,92,9.44,overcast clouds
645,Cape Canaveral,US,28.41,-80.60,70.03,74,20,5.75,few clouds
646,Marakkanam,IN,12.20,79.95,79.2,86,100,8.63,overcast clouds
647,Muros,ES,42.78,-9.06,65.23,89,100,17.63,overcast clouds
648,Baker City,US,44.77,-117.83,49.93,59,1,9.22,clear sky
649,Henties Bay,NA,-22.12,14.28,55.85,92,0,3.85,clear sky
650,Darien,US,41.75,-87.97,53.44,83,20,4.61,few clouds
651,Andros Town,BS,24.70,-77.77,78.76,60,75,12.75,broken clouds
652,Samarai,PG,-10.62,150.67,83.53,77,99,13.18,overcast clouds
653,Sao Gabriel Da Cachoeira,BR,-0.13,-67.09,76.08,89,90,2.28,overcast clouds
654,Sola,VU,-13.88,167.55,86.67,74,75,8.05,broken clouds
655,Flin Flon,CA,54.77,-101.86,34.77,65,100,8.88,overcast clouds
656,Mitsamiouli,KM,-11.38,43.28,77.41,79,14,10.58,few clouds
657,Port Hueneme,US,34.15,-119.20,79.43,85,90,8.05,haze
658,Srednekolymsk,RU,67.45,153.68,-2.65,95,100,6.55,overcast clouds
659,Tunggol,PH,5.84,121.15,82.51,77,76,1.23,broken clouds
660,Amapa,BR,1.00,-52.00,72.72,96,100,3.04,overcast clouds
661,Muncar,ID,-8.43,114.33,81.57,78,82,1.34,broken clouds
662,Cortez,US,37.35,-108.59,61.56,35,1,6.91,clear sky
663,Gombong,ID,-7.61,109.51,79.45,85,94,2.04,overcast clouds
664,Manakara,MG,-22.13,48.02,69.75,89,87,3.69,light rain
665,Forestville,US,38.85,-76.88,60.06,86,75,0.0,light intensity drizzle
666,Kismayo,SO,-0.36,42.55,78.48,83,24,10.89,few clouds
667,Amurzet,RU,47.70,131.10,33.39,41,19,9.22,few clouds
668,Ipinda,TZ,-9.48,33.90,75.11,56,82,2.62,broken clouds
669,Wewak,PG,-3.55,143.63,83.25,78,51,6.04,broken clouds
670,Naze,JP,28.37,129.48,74.32,71,1,7.36,clear sky
671,Ust-Nera,RU,64.57,143.20,-9.29,99,96,3.62,overcast clouds
672,Ilhabela,BR,-23.78,-45.36,69.57,92,96,12.44,overcast clouds
673,Popondetta,PG,-8.75,148.25,91.31,49,74,4.0,broken clouds
674,Nador,MA,35.17,-2.93,64.65,77,0,2.3,clear sky
675,Glendive,US,47.11,-104.71,38.03,86,90,13.8,light snow
676,Mongu,ZM,-15.25,23.13,75.52,50,55,4.34,broken clouds
677,Inirida,CO,3.87,-67.92,74.41,96,94,3.0,overcast clouds
678,Alamosa,US,37.47,-105.87,57.18,19,1,5.75,clear sky
679,Sinnar,SD,13.57,33.57,84.18,25,38,7.56,scattered clouds
680,Hoeilaart,BE,50.77,4.47,52.23,93,0,8.05,clear sky
681,Matara,LK,5.95,80.54,75.88,91,70,3.18,broken clouds
682,Ketou,BJ,7.36,2.60,75.47,94,100,4.18,overcast clouds
683,Dibai,IN,28.22,78.25,65.8,44,0,6.26,clear sky
684,Katangli,RU,51.71,143.23,30.78,62,48,12.35,scattered clouds
685,Morris,US,40.83,-74.53,57.81,87,90,1.99,overcast clouds
686,Nouadhibou,MR,20.93,-17.03,69.78,78,15,10.36,few clouds
687,Buenos Aires,AR,-34.61,-58.38,78.98,83,0,12.66,clear sky
688,Daitari,IN,21.10,85.75,68.4,89,69,1.72,light rain
689,Copiapo,CL,-27.37,-70.33,55.09,43,1,2.77,clear sky
690,Belle Fourche,US,44.67,-103.85,42.49,73,100,8.93,overcast clouds
691,Bubaque,GW,11.28,-15.83,79.38,77,100,5.57,overcast clouds
692,Angoche,MZ,-16.23,39.91,72.54,81,2,7.99,clear sky
693,Ipameri,BR,-17.72,-48.16,69.73,85,100,1.1,overcast clouds
694,Nieuw Amsterdam,SR,5.88,-55.08,80.62,88,0,4.61,clear sky
695,Aripuana,BR,-9.17,-60.63,76.98,80,55,2.84,broken clouds
696,Mamou,GN,10.50,-12.00,68.25,94,100,2.91,overcast clouds
697,Basco,PH,20.45,121.97,80.83,72,54,18.12,broken clouds
698,Walvis Bay,NA,-22.96,14.51,56.35,94,0,2.3,clear sky
699,Gigmoto,PH,13.78,124.39,80.74,75,99,10.76,overcast clouds
700,Aketi,CD,2.74,23.78,68.88,93,31,1.48,scattered clouds
701,Lakeville,US,44.65,-93.24,54.0,74,1,0.0,clear sky
702,Sokoto,NG,13.06,5.24,81.7,16,15,9.64,few clouds
703,Scalea,IT,39.81,15.80,60.33,83,91,2.62,light rain
704,Jagannathpur,IN,22.23,85.65,67.48,90,82,3.36,broken clouds
705,Strezhevoy,RU,60.73,77.59,6.78,99,91,2.71,overcast clouds
