City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
92,Hilo,US,19.73,-155.09,82.13,75,40,9.22,scattered clouds
93,Opuwo,NA,-18.06,13.84,68.88,22,13,5.55,few clouds
94,Saint-Pierre,RE,-21.34,55.48,69.48,72,0,8.05,clear sky
95,Waynesville,US,35.49,-82.99,51.64,89,100,1.99,light rain
96,Arrecife,ES,28.96,-13.55,69.87,82,0,5.75,clear sky
97,Benicarlo,ES,40.42,0.43,67.89,71,99,3.11,moderate rain
98,Moron,AR,-34.65,-58.62,79.0,66,0,7.9,light rain
99,Bengkulu,ID,-3.80,102.27,77.32,89,100,5.53,overcast clouds
100,Makakilo City,US,21.35,-158.09,83.61,61,90,8.05,overcast clouds
101,Maraa,BR,-1.83,-65.37,79.02,79,88,1.3,overcast clouds
102,Libreville,GA,0.39,9.45,77.02,94,75,4.61,moderate rain
103,Bethel,US,41.37,-73.41,57.76,92,90,3.44,overcast clouds
104,Atar,MR,20.52,-13.05,82.08,25,100,2.98,overcast clouds
105,East London,ZA,-33.02,27.91,63.43,82,73,5.7,broken clouds
106,Cabo San Lucas,MX,22.89,-109.91,84.61,72,20,8.99,few clouds
107,Itapaci,BR,-14.95,-49.55,70.93,81,98,2.46,overcast clouds
108,Padang,ID,-0.95,100.35,75.25,89,100,2.53,light rain
109,Saldanha,ZA,-33.01,17.94,57.25,84,35,8.75,scattered clouds
110,Alofi,NU,-19.06,-169.92,80.49,57,100,11.5,overcast clouds
111,Port Elizabeth,ZA,-33.92,25.57,61.09,94,20,3.44,few clouds
112,Touros,BR,-5.20,-35.46,79.7,79,55,14.36,broken clouds
113,Nuuk,GL,64.18,-51.72,36.21,87,75,35.68,light rain
114,Sioux Lookout,CA,50.10,-91.92,39.58,87,90,13.8,overcast clouds
115,Qaanaaq,GL,77.48,-69.36,2.34,53,0,8.43,clear sky
116,Grand Island,US,40.92,-98.34,56.98,65,1,5.01,clear sky
117,Turukhansk,RU,65.82,87.98,12.63,96,99,6.67,overcast clouds
118,Salalah,OM,17.02,54.09,78.89,57,0,4.61,clear sky
119,Souillac,MU,-20.52,57.52,70.36,94,40,5.75,scattered clouds
120,Yar-Sale,RU,66.83,70.83,6.84,89,86,16.22,overcast clouds
121,Kodiak,US,57.79,-152.41,47.71,81,90,34.52,moderate rain
122,Saskylakh,RU,71.92,114.08,12.31,93,100,12.06,overcast clouds
123,Miramar,US,25.99,-80.23,77.02,68,90,8.05,overcast clouds
124,Hobart,AU,-42.88,147.33,59.25,55,75,5.01,broken clouds
125,Newberg,US,45.30,-122.97,60.87,43,1,4.0,clear sky
126,Bambous Virieux,MU,-20.34,57.76,70.21,94,40,5.75,scattered clouds
127,Cloppenburg,DE,52.85,8.03,53.51,92,100,13.38,overcast clouds
128,Thunder Bay,CA,48.40,-89.32,49.98,93,75,0.0,broken clouds
129,Tortoli,IT,39.93,9.66,60.98,77,75,4.61,broken clouds
130,Pacific Grove,US,36.62,-121.92,66.81,89,90,4.0,overcast clouds
131,Huitziltepec,MX,17.82,-99.47,70.95,81,35,1.45,scattered clouds
132,Praya,CV,14.92,-23.51,79.34,83,75,9.22,broken clouds
133,Vostok,RU,46.49,135.88,39.65,71,100,1.54,overcast clouds
134,Burnie,AU,-41.07,145.92,58.95,56,99,12.37,overcast clouds
135,Ribeira Grande,PT,38.52,-28.70,71.22,87,100,17.94,overcast clouds
136,Catamarca,AR,-28.47,-65.79,81.64,43,33,11.48,scattered clouds
137,Maple Creek,CA,49.92,-109.48,33.85,51,16,5.75,few clouds
138,Gat,IL,31.61,34.76,72.39,64,67,3.51,broken clouds
139,Kibre Mengist,ET,5.88,38.98,51.37,86,57,3.44,broken clouds
140,Provideniya,RU,64.38,-173.30,15.33,72,89,9.4,overcast clouds
141,Isangel,VU,-19.55,169.27,84.31,65,40,5.75,scattered clouds
142,Kavaratti,IN,10.57,72.64,81.68,73,84,3.53,moderate rain
143,Geraldton,AU,-28.77,114.60,64.81,55,0,9.22,clear sky
144,Paamiut,GL,61.99,-49.67,31.68,81,88,12.93,overcast clouds
145,Caravelas,BR,-17.71,-39.25,72.95,89,97,6.73,overcast clouds
146,Sabzevar,IR,36.21,57.68,56.43,36,52,4.79,broken clouds
147,Gamboma,CG,-1.88,15.86,74.7,85,92,2.44,light rain
148,Tezu,IN,27.92,96.17,65.86,50,54,4.05,broken clouds
149,Oktyabrskoye,RU,43.06,44.74,32.14,100,0,8.95,fog
150,Sitka,US,57.05,-135.33,48.09,61,90,10.36,overcast clouds
151,San Marcos,US,33.14,-117.17,75.88,80,75,1.01,broken clouds
152,Ponta Do Sol,PT,32.67,-17.10,71.71,75,38,6.33,scattered clouds
153,Longyearbyen,SJ,78.22,15.64,21.04,79,20,2.3,few clouds
154,Mwene-Ditu,CD,-7.00,23.45,65.73,94,87,2.55,light rain
155,Pevek,RU,69.70,170.31,-2.47,96,100,10.56,overcast clouds
156,Meulaboh,ID,4.14,96.13,75.7,87,87,4.97,moderate rain
157,Treinta Y Tres,UY,-33.23,-54.38,68.04,82,99,12.97,overcast clouds
158,Slave Lake,CA,55.28,-114.77,37.38,48,1,18.41,clear sky
159,Buraydah,SA,26.33,43.98,68.45,38,0,9.75,clear sky
160,Buchanan,LR,5.88,-10.05,76.96,88,98,5.17,overcast clouds
161,Richards Bay,ZA,-28.78,32.04,61.72,84,42,6.87,scattered clouds
162,Seminole,US,28.71,-81.21,68.99,80,75,5.75,broken clouds
163,Stornoway,GB,58.21,-6.39,48.92,93,40,5.75,scattered clouds
164,Bojnurd,IR,37.47,57.33,44.55,87,0,6.91,clear sky
165,Lavrentiya,RU,65.58,-171.00,14.14,80,26,6.93,scattered clouds
166,Yashkul,RU,46.17,45.34,43.97,80,0,7.34,clear sky
167,Namibe,AO,-15.20,12.15,65.66,79,56,4.54,broken clouds
168,Vila Velha,BR,-20.33,-40.29,71.55,94,75,3.44,broken clouds
169,Adrar,MR,20.50,-10.07,78.46,40,100,6.67,overcast clouds
170,Avera,US,33.19,-82.53,59.68,84,100,11.48,overcast clouds
171,Kavieng,PG,-2.57,150.80,84.24,73,75,13.0,light rain
172,Tra Vinh,VN,9.93,106.35,80.47,83,77,8.63,broken clouds
173,Tasiilaq,GL,65.61,-37.64,24.96,65,94,4.5,overcast clouds
174,Port Lincoln,AU,-34.73,135.87,62.35,55,0,11.72,clear sky
175,Kruisfontein,ZA,-34.00,24.73,56.48,93,4,4.21,clear sky
176,Rio Gallegos,AR,-51.62,-69.22,48.25,61,0,11.5,clear sky
177,Kieta,PG,-6.22,155.63,81.45,78,98,2.89,light rain
178,Victoria,HK,22.29,114.16,76.32,83,87,1.01,overcast clouds
179,Olafsvik,IS,64.89,-23.71,41.74,80,72,22.91,broken clouds
180,Beringovskiy,RU,63.05,179.32,8.69,97,99,18.84,overcast clouds
181,Bathsheba,BB,13.22,-59.52,81.21,74,40,17.27,scattered clouds
182,Yei,SS,4.09,30.68,65.84,97,99,2.93,overcast clouds
183,Guerrero Negro,MX,27.98,-114.06,70.75,64,0,13.09,clear sky
184,Zhanaozen,KZ,43.30,52.80,45.09,68,0,4.74,clear sky
185,Westport,US,41.14,-73.36,59.2,95,90,3.0,light rain
186,College,US,64.86,-147.80,43.12,56,75,6.91,broken clouds
187,Krabi,TH,8.07,98.91,82.98,100,75,3.44,broken clouds
188,Gilroy,US,37.01,-121.57,67.5,75,90,1.01,overcast clouds
189,Odesskoye,RU,54.21,72.97,33.49,98,100,14.9,light snow
190,Usinsk,RU,65.99,57.53,8.65,94,100,8.1,overcast clouds
191,Cherskiy,RU,68.75,161.30,0.77,97,100,6.15,overcast clouds
192,Codrington,AU,-38.27,141.97,58.01,65,2,7.47,clear sky
193,Brodick,GB,55.58,-5.15,42.35,82,64,11.65,broken clouds
194,Faanui,PF,-16.48,-151.75,78.26,69,14,15.66,few clouds
195,Vestmannaeyjar,IS,63.44,-20.27,43.92,78,85,3.78,overcast clouds
196,Robertsport,LR,6.75,-11.37,77.83,84,98,6.17,light rain
197,Verkhoyansk,RU,67.54,133.38,-14.84,99,50,2.19,scattered clouds
198,Moree,AU,-29.47,149.85,75.22,35,0,5.75,clear sky
199,Saint George,US,37.10,-113.58,77.47,32,1,1.01,clear sky
200,Mar Del Plata,AR,-38.00,-57.56,58.08,89,75,1.01,broken clouds
201,Namwala,ZM,-15.75,26.44,77.77,40,71,2.51,broken clouds
202,Nikolskoye,RU,59.70,30.79,46.02,93,93,7.36,overcast clouds
203,Kaitangata,NZ,-46.28,169.85,50.31,88,99,18.41,overcast clouds
204,Tuensang,IN,26.28,94.83,58.12,90,43,2.68,scattered clouds
205,Okakarara,NA,-20.58,17.43,69.91,22,1,2.98,clear sky
206,Barcelona,ES,41.39,2.16,67.32,86,20,5.75,few clouds
207,Aliwal North,ZA,-30.69,26.71,54.77,62,0,5.21,clear sky
208,Vanimo,PG,-2.67,141.30,84.85,71,97,4.45,overcast clouds
209,Rovaniemi,FI,66.50,25.72,40.41,100,90,5.75,fog
210,Nanortalik,GL,60.14,-45.24,34.92,71,73,2.35,broken clouds
211,Laguna,US,38.42,-121.42,68.5,75,90,4.0,overcast clouds
212,Arraial Do Cabo,BR,-22.97,-42.03,70.9,87,100,17.81,overcast clouds
213,Qui Nhon,VN,13.77,109.23,76.8,89,37,7.16,scattered clouds
214,Fortuna,US,40.60,-124.16,64.92,69,1,3.0,clear sky
215,Waitara,NZ,-38.92,174.25,63.72,63,34,17.4,scattered clouds
216,Bosaso,SO,11.28,49.18,80.2,72,9,3.27,clear sky
217,Douentza,ML,15.00,-2.95,89.04,26,96,1.41,overcast clouds
218,Dingle,PH,11.00,122.67,80.26,82,93,10.83,overcast clouds
219,Port Hedland,AU,-20.32,118.57,80.65,57,0,8.05,clear sky
220,Hamilton,US,39.18,-84.53,54.57,94,90,1.99,overcast clouds
221,Antofagasta,CL,-23.65,-70.40,60.08,74,18,3.44,few clouds
222,Besikduzu,TR,41.05,39.23,55.29,76,32,4.74,scattered clouds
223,Chardara,KZ,41.25,67.97,52.81,52,100,7.0,overcast clouds
224,Mittagong,AU,-34.45,150.45,62.01,36,1,4.29,clear sky
225,Loveland,US,40.40,-105.08,61.25,53,1,3.0,clear sky
226,Cayenne,GF,4.93,-52.33,82.09,80,75,1.99,broken clouds
227,Kamenskiy,RU,50.89,45.49,39.67,81,3,7.96,clear sky
228,Jamestown,US,42.10,-79.24,52.02,97,90,1.99,light rain
229,Hovd,MN,48.01,91.64,34.84,45,99,5.86,overcast clouds
230,Kodinsk,RU,58.69,99.18,24.08,63,77,7.58,broken clouds
231,San Patricio,US,28.02,-97.52,75.29,30,0,8.32,clear sky
232,San Jose,US,37.34,-121.89,66.11,75,75,1.99,broken clouds
233,Jumla,NP,29.27,82.18,41.83,73,2,4.32,clear sky
234,Pokhara,NP,28.23,83.98,59.83,88,82,2.37,broken clouds
235,Longonjo,AO,-12.91,15.25,64.11,95,100,2.53,light rain
236,Puerto Escondido,MX,15.85,-97.07,77.83,61,90,4.61,thunderstorm
237,Shingu,JP,33.73,135.98,67.19,78,91,6.08,overcast clouds
238,Pell City,US,33.59,-86.29,54.91,95,90,5.75,mist
239,Agadez,NE,19.75,10.25,75.2,29,35,9.15,scattered clouds
240,Los Llanos De Aridane,ES,28.66,-17.92,64.15,67,0,5.01,clear sky
241,Pozoblanco,ES,38.38,-4.85,61.38,95,100,17.6,overcast clouds
242,Colares,PT,38.80,-9.45,68.99,85,99,3.0,overcast clouds
243,Camacha,PT,33.08,-16.33,69.22,83,40,12.66,scattered clouds
244,Vila,PT,42.03,-8.16,54.48,93,98,4.99,overcast clouds
245,Narsaq,GL,60.92,-46.05,26.82,72,96,5.23,overcast clouds
246,Kahului,US,20.89,-156.47,85.26,64,1,12.66,clear sky
247,Broome,US,42.25,-75.83,54.01,77,20,1.01,few clouds
248,Cochrane,CA,51.18,-114.47,31.24,55,1,2.3,clear sky
249,Ogdensburg,US,44.69,-75.49,52.45,93,75,5.75,broken clouds
250,Ostrovnoy,RU,68.05,39.51,34.66,97,100,4.59,overcast clouds
251,Northam,GB,51.03,-4.22,56.43,91,72,22.37,broken clouds
252,Cap-Aux-Meules,CA,47.38,-61.86,48.25,93,20,9.22,few clouds
253,Penzance,GB,50.12,-5.54,56.41,83,100,32.64,overcast clouds
254,Bossangoa,CF,6.49,17.46,71.38,83,38,2.33,scattered clouds
255,Xinan,CN,26.72,119.86,65.05,81,25,3.83,scattered clouds
256,Luderitz,NA,-26.65,15.16,57.92,94,8,3.31,clear sky
257,Thompson,CA,55.74,-97.86,35.76,87,90,8.05,overcast clouds
258,Luangwa,ZM,-15.62,30.42,75.15,43,5,3.18,clear sky
259,Igarka,RU,67.47,86.58,8.55,96,98,6.04,overcast clouds
260,Gelemso,ET,8.82,40.52,56.95,57,85,2.19,overcast clouds
261,Galle,LK,6.04,80.22,76.91,89,83,3.36,broken clouds
262,Axim,GH,4.87,-2.24,78.46,86,82,8.55,broken clouds
263,Xining,CN,36.62,101.77,33.26,74,84,1.36,broken clouds
264,Alyangula,AU,-13.85,136.42,86.65,63,81,3.78,broken clouds
265,Chapais,CA,49.78,-74.85,46.18,71,96,7.2,overcast clouds
266,Luwuk,ID,-0.95,122.79,82.72,73,100,1.63,overcast clouds
267,Mudgal,IN,16.02,76.43,71.96,88,85,7.02,overcast clouds
268,Cabrobo,BR,-8.51,-39.31,86.31,28,13,13.49,few clouds
269,San Policarpo,PH,12.18,125.51,83.03,72,69,15.77,broken clouds
270,Bardiyah,LY,31.76,25.09,69.84,66,3,8.46,clear sky
271,Mehamn,NO,71.04,27.85,38.3,81,94,12.57,overcast clouds
272,Manado,ID,1.49,124.85,75.97,94,40,8.05,thunderstorm with light rain
273,Seymchan,RU,62.88,152.43,6.69,77,100,8.59,overcast clouds
274,Tanabe,JP,33.73,135.37,67.21,68,75,4.61,broken clouds
275,Meiganga,CM,6.52,14.30,66.96,86,96,2.68,overcast clouds
276,Leua,SK,48.22,18.61,49.1,66,0,9.1,clear sky
277,Portland,US,45.52,-122.68,60.84,37,20,1.99,few clouds
278,Asyut,EG,27.18,31.18,81.1,33,100,13.4,overcast clouds
279,Kungurtug,RU,50.60,97.52,26.02,72,48,2.8,scattered clouds
280,Shieli,KZ,44.17,66.75,40.24,71,11,7.74,few clouds
281,Cap Malheureux,MU,-19.98,57.61,70.47,84,3,1.99,clear sky
282,Saint Charles,US,38.77,-90.73,54.34,81,1,0.0,clear sky
283,Slupca,PL,52.29,17.87,50.2,65,1,9.89,clear sky
284,Mitu,CO,1.20,-70.17,73.15,97,98,0.78,overcast clouds
285,Vao,NC,-22.67,167.48,71.47,72,8,4.92,clear sky
286,Oranjemund,NA,-28.55,16.43,59.36,94,1,4.9,clear sky
287,Emerald,AU,-23.53,148.17,91.98,100,31,17.09,scattered clouds
288,Pacifica,US,37.61,-122.49,65.26,83,75,3.0,broken clouds
289,Sur,OM,22.57,59.53,79.52,71,6,10.0,clear sky
290,Camiri,BO,-20.05,-63.52,75.61,68,37,2.59,light rain
291,Deputatskiy,RU,69.30,139.90,-7.13,98,98,4.85,overcast clouds
292,Airai,TL,-8.93,125.41,70.86,68,27,1.72,scattered clouds
293,Ostersund,SE,63.18,14.64,42.62,100,20,11.5,few clouds
294,Aklavik,CA,68.22,-135.01,20.12,89,56,7.56,broken clouds
295,Sao Filipe,CV,14.90,-24.50,80.28,73,86,13.4,overcast clouds
296,Balaipungut,ID,1.05,101.28,75.61,97,91,1.23,overcast clouds
297,Hay River,CA,60.82,-115.80,33.78,75,75,6.91,broken clouds
298,Trinidad,BO,-14.83,-64.90,84.07,47,29,4.23,scattered clouds
299,Abha,SA,18.22,42.51,57.02,54,0,0.0,clear sky
300,Mineiros,BR,-17.57,-52.55,72.23,71,61,2.35,light rain
301,Tabas,IR,33.60,56.92,64.8,28,2,6.26,clear sky
302,Tual,ID,-5.67,132.75,83.3,72,72,7.02,broken clouds
303,Takoradi,GH,4.88,-1.76,78.04,87,94,8.32,overcast clouds
304,Tombouctou,ML,20.00,-3.00,82.92,24,12,9.95,few clouds
305,Lompoc,US,34.64,-120.46,71.13,90,75,11.5,mist
306,Dedza,MW,-14.38,34.33,64.17,41,0,3.44,clear sky
307,Xapuri,BR,-10.65,-68.50,85.69,39,56,2.37,broken clouds
308,Mingyue,CN,43.11,128.92,47.68,70,77,1.88,broken clouds
309,Hualmay,PE,-11.10,-77.61,63.81,81,86,7.63,overcast clouds
310,Santa Lucia,ES,27.91,-15.54,60.12,73,20,10.36,few clouds
311,Kosice,SK,48.67,21.33,38.32,87,0,1.14,clear sky
312,Rantepao,ID,-2.97,119.90,74.25,81,99,0.4,overcast clouds
313,Coahuayana,MX,18.73,-103.68,80.82,81,11,3.29,few clouds
314,Pimenteiras,BR,-6.25,-41.42,84.4,44,48,3.89,scattered clouds
315,Tankhoy,RU,51.55,105.13,36.32,69,90,5.26,overcast clouds
316,Oranjestad,AW,12.52,-70.03,82.35,78,20,11.5,few clouds
317,Katsuura,JP,35.13,140.30,64.11,75,100,4.32,moderate rain
318,San Pedro,PH,14.35,121.02,86.32,64,43,13.22,scattered clouds
319,Carahue,CL,-38.70,-73.17,59.2,84,69,3.15,broken clouds
320,Luganville,VU,-15.53,167.17,84.0,62,18,8.25,few clouds
321,Pauini,BR,-7.71,-66.98,79.05,70,68,3.15,broken clouds
322,Seoul,KR,37.57,126.98,56.64,82,16,3.44,few clouds
323,Belaguntha,IN,19.88,84.65,73.38,92,99,1.9,overcast clouds
324,Cockburn Town,TC,21.46,-71.14,80.56,74,40,5.75,scattered clouds
325,Fuling,CN,29.70,107.39,60.91,90,100,1.63,overcast clouds
326,Ryde,GB,50.73,-1.16,56.68,86,78,4.0,broken clouds
327,Narasannapeta,IN,18.42,84.05,75.16,87,27,5.23,scattered clouds
328,Zhicheng,CN,30.30,111.50,62.08,63,96,3.8,light rain
329,Ixtapa,MX,20.70,-105.20,84.22,83,35,1.01,scattered clouds
330,Kharan,PK,28.58,65.42,64.74,23,0,8.81,clear sky
331,Mehran,IR,33.12,46.16,78.28,29,97,8.86,overcast clouds
332,Muravlenko,RU,63.79,74.52,6.67,94,94,14.67,overcast clouds
333,San Roque,ES,36.21,-5.38,72.41,78,75,17.27,broken clouds
334,Nome,US,64.50,-165.41,19.47,59,1,4.61,clear sky
335,Chara,RU,56.91,118.26,19.45,63,96,1.05,overcast clouds
336,Foumban,CM,5.73,10.90,64.15,92,64,2.8,broken clouds
337,Jyvaskyla,FI,62.24,25.72,44.96,88,90,5.75,overcast clouds
338,Lebu,CL,-37.62,-73.65,51.87,86,100,12.71,overcast clouds
339,Mildura,AU,-34.20,142.15,68.07,32,0,4.61,clear sky
340,Chiapilla,MX,16.52,-92.73,71.58,86,74,2.91,broken clouds
341,Ajdabiya,LY,30.76,20.23,66.65,69,46,9.91,scattered clouds
342,Quatre Cocos,MU,-20.21,57.76,70.09,80,26,6.67,scattered clouds
343,Kharp,RU,66.80,65.81,2.44,88,10,8.25,clear sky
344,Abu Samrah,SY,35.30,37.18,64.27,53,44,6.17,scattered clouds
345,Zaysan,KZ,47.47,84.87,41.95,67,100,2.64,overcast clouds
346,Shimoda,JP,34.67,138.95,62.71,81,100,10.67,moderate rain
347,Gornopravdinsk,RU,60.05,69.90,16.0,98,90,4.83,overcast clouds
348,Jiangkou,CN,25.49,119.20,69.69,75,25,10.58,scattered clouds
349,Vila Franca Do Campo,PT,37.72,-25.43,74.19,94,100,14.05,overcast clouds
350,Kutum,SD,14.20,24.67,73.06,21,23,8.93,few clouds
351,Hangu,CN,39.25,117.79,53.64,71,53,13.62,broken clouds
352,Gamba,GA,-2.65,10.00,76.69,91,100,5.82,light rain
353,Andapa,MG,-14.65,49.65,67.95,99,100,0.92,overcast clouds
354,Loandjili,CG,-4.76,11.86,76.84,87,100,5.95,moderate rain
355,Palmer,US,42.16,-72.33,59.14,87,90,6.91,mist
356,Rosetta,EG,31.40,30.42,71.67,75,88,9.13,overcast clouds
357,Ocna Mures,RO,46.38,23.85,34.45,76,0,1.43,clear sky
358,Lorengau,PG,-2.02,147.27,83.25,78,94,7.14,overcast clouds
359,Pombia,IT,45.65,8.63,52.52,86,75,3.44,broken clouds
360,Kamiiso,JP,41.82,140.65,52.18,82,75,4.61,broken clouds
361,Clyde River,CA,70.47,-68.59,30.56,97,100,14.67,snow
362,Hambantota,LK,6.12,81.12,78.67,85,63,5.39,broken clouds
363,Bud,US,39.45,-86.18,54.59,89,100,6.8,overcast clouds
