City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Port-Gentil,GA,2021-10-26 17:41:34,-0.7193,8.7815,80.56,78,75,13.8
296,High Level,CA,2021-10-26 17:41:34,58.5169,-117.136,35.71,100,90,3.44
297,Ghanzi,BW,2021-10-26 17:41:35,-21.5667,21.7833,76.24,50,90,13.38
298,Las Vegas,US,2021-10-26 17:37:20,36.175,-115.1372,65.12,33,1,18.41
299,Samana,DO,2021-10-26 17:41:35,19.2056,-69.3369,87.76,50,28,5.99
300,Vardo,NO,2021-10-26 17:41:35,70.3705,31.1107,37.38,65,75,29.93
301,Domat,CH,2021-10-26 17:41:36,46.8348,9.4508,53.78,82,87,1.68
302,Urubicha,BO,2021-10-26 17:41:36,-15.3833,-62.95,97.72,25,87,2.26
303,Pennadam,IN,2021-10-26 17:41:36,11.4,79.2333,78.28,79,92,3.89
304,Kirakira,SB,2021-10-26 17:41:37,-10.4544,161.9205,78.69,85,66,5.26
305,Mujiayingzi,CN,2021-10-26 17:41:37,42.1167,118.7833,39.02,45,0,6.69
306,Newport,GB,2021-10-26 17:40:02,51.5877,-2.9984,60.17,89,73,15.55
307,Luderitz,NA,2021-10-26 17:41:38,-26.6481,15.1594,60.12,89,10,2.73
308,Antofagasta,CL,2021-10-26 17:38:13,-23.65,-70.4,65.48,60,0,8.9
309,Kiama,AU,2021-10-26 17:41:38,-34.6833,150.8667,61.0,84,24,1.01
310,Mareeba,AU,2021-10-26 17:41:38,-17.0,145.4333,72.32,95,61,3.22
311,Balsta,SE,2021-10-26 17:41:39,59.5671,17.5278,48.11,83,42,11.86
312,Eureka,US,2021-10-26 17:41:39,40.8021,-124.1637,57.25,72,100,8.99
313,Venustiano Carranza,MX,2021-10-26 17:41:39,19.43,-99.0992,74.14,47,7,3.76
314,Deputatskiy,RU,2021-10-26 17:41:40,69.3,139.9,-8.61,99,99,0.72
315,Opunake,NZ,2021-10-26 17:41:40,-39.4556,173.8583,61.34,94,96,8.05
316,Bauchi,NG,2021-10-26 17:41:40,10.5,10.0,84.07,42,8,3.29
317,Hamilton,US,2021-10-26 17:41:41,39.1834,-84.5333,57.36,62,40,3.0
318,Paita,PE,2021-10-26 17:41:41,-5.0892,-81.1144,75.76,66,93,12.06
319,Zomba,MW,2021-10-26 17:41:41,-15.386,35.3188,78.94,45,73,6.02
320,Belmonte,BR,2021-10-26 17:41:41,-15.8631,-38.8828,82.9,72,14,9.4
321,Manati,PR,2021-10-26 17:41:42,18.4275,-66.4921,90.99,77,8,6.93
322,Anajatuba,BR,2021-10-26 17:41:42,-3.2644,-44.6197,90.03,51,81,5.86
323,Honiara,SB,2021-10-26 17:41:42,-9.4333,159.95,76.5,86,72,5.95
324,Polyanka,UA,2021-10-26 17:41:43,50.2584,27.6881,41.09,56,19,8.5
325,Namibe,AO,2021-10-26 17:41:43,-15.1961,12.1522,66.92,73,15,10.22
326,Lac Du Bonnet,CA,2021-10-26 17:41:43,50.2536,-96.0612,47.59,52,100,17.11
327,Kango,GA,2021-10-26 17:41:44,0.1943,10.0951,74.39,89,89,1.48
328,Quelimane,MZ,2021-10-26 17:37:40,-17.8786,36.8883,78.75,83,75,8.05
329,Esperance,AU,2021-10-26 17:41:44,-33.8667,121.9,48.04,89,85,14.5
330,Nemuro,JP,2021-10-26 17:41:44,43.3236,145.575,53.58,72,100,10.92
331,Mulatupo,PA,2021-10-26 17:41:45,8.9492,-77.7652,82.89,81,99,4.16
332,La Ronge,CA,2021-10-26 17:39:40,55.1001,-105.2842,43.05,87,90,9.22
333,Saint-Joseph,RE,2021-10-26 17:41:45,-21.3667,55.6167,71.98,79,36,11.39
334,Lorengau,PG,2021-10-26 17:41:46,-2.0226,147.2712,81.45,76,53,6.6
335,Rafai,CF,2021-10-26 17:41:46,4.95,23.9167,68.81,95,50,3.6
336,Cabo San Lucas,MX,2021-10-26 17:41:46,22.8909,-109.9124,86.61,62,0,10.13
337,Muros,ES,2021-10-26 17:41:46,42.7762,-9.0603,66.7,75,22,4.12
338,Klaksvik,FO,2021-10-26 17:41:47,62.2266,-6.589,50.92,96,100,26.66
339,Brwinow,PL,2021-10-26 17:41:47,52.1427,20.717,53.13,79,75,4.61
340,Yar-Sale,RU,2021-10-26 17:41:47,66.8333,70.8333,15.22,92,48,4.97
341,Billings,US,2021-10-26 17:41:22,45.7833,-108.5007,49.28,72,90,0.0
342,Bereda,ES,2021-10-26 17:41:48,43.2686,-7.5406,56.95,91,42,2.33
343,Panaba,MX,2021-10-26 17:41:48,21.2833,-88.2667,92.23,51,100,4.27
344,Massakory,TD,2021-10-26 17:41:48,12.996,15.7293,92.16,12,100,9.4
345,Faya,SA,2021-10-26 17:41:49,18.3851,42.4509,64.51,64,31,2.51
346,Mandali,IQ,2021-10-26 17:41:49,33.7499,45.5541,73.94,23,0,7.02
347,Mogadishu,SO,2021-10-26 17:40:40,2.0371,45.3438,80.19,83,20,13.94
348,Progreso,MX,2021-10-26 17:41:50,21.2833,-89.6667,89.82,58,100,4.16
349,Tumbagaan,PH,2021-10-26 17:41:50,5.3656,120.3139,80.67,77,85,2.44
350,Kungurtug,RU,2021-10-26 17:41:50,50.5994,97.5228,31.28,60,10,3.4
351,Sarkand,KZ,2021-10-26 17:41:51,45.41,79.9186,51.26,32,31,5.48
352,Olafsvik,IS,2021-10-26 17:41:51,64.8945,-23.7142,42.03,77,100,26.89
353,Aguimes,ES,2021-10-26 17:41:51,27.9054,-15.4461,70.43,62,40,21.85
354,Port Hedland,AU,2021-10-26 17:41:51,-20.3167,118.5667,73.45,88,0,9.22
355,Krouson,GR,2021-10-26 17:41:52,35.2306,24.9829,54.27,94,88,4.0
356,Kailua,US,2021-10-26 17:39:14,21.4022,-157.7394,77.07,71,20,4.61
357,Touros,BR,2021-10-26 17:41:52,-5.1989,-35.4608,88.7,60,10,17.36
358,Pontianak,ID,2021-10-26 17:41:52,-0.0333,109.3333,78.78,94,90,2.3
359,Shar,KZ,2021-10-26 17:41:53,49.5886,81.0453,46.58,50,30,9.98
360,Karratha,AU,2021-10-26 17:41:53,-20.7377,116.8463,74.39,31,0,12.15
361,Kungalv,SE,2021-10-26 17:41:12,57.871,11.9805,54.0,88,32,11.39
362,Walvis Bay,NA,2021-10-26 17:41:53,-22.9575,14.5053,63.55,63,0,10.36
363,Constitucion,CL,2021-10-26 17:41:54,-35.3333,-72.4167,64.35,65,16,17.38
364,Verkhnyaya Inta,RU,2021-10-26 17:41:54,65.9811,60.3094,20.07,92,97,14.34
365,Banda Aceh,ID,2021-10-26 17:41:54,5.5577,95.3222,79.21,81,65,8.97
366,Tocopilla,CL,2021-10-26 17:41:55,-22.092,-70.1979,67.59,61,12,5.95
367,Maicao,CO,2021-10-26 17:41:55,11.3832,-72.2432,88.39,60,48,12.62
368,Kysyl-Syr,RU,2021-10-26 17:41:55,63.8986,122.7617,28.45,98,100,3.76
369,Mafinga,TZ,2021-10-26 17:41:56,-7.25,35.0667,79.74,41,65,11.95
370,Aksu,CN,2021-10-26 17:39:08,41.1231,80.2644,51.3,36,100,2.64
371,Sao Filipe,CV,2021-10-26 17:41:56,14.8961,-24.4956,80.42,75,89,10.36
372,Anshun,CN,2021-10-26 17:41:57,26.25,105.9333,49.33,93,100,2.8
373,Torit,SS,2021-10-26 17:41:57,4.4133,32.5678,76.37,69,93,2.8
374,Sault Sainte Marie,CA,2021-10-26 17:39:29,46.5168,-84.3333,48.49,53,1,8.05
375,Batsfjord,NO,2021-10-26 17:41:57,70.6345,29.7185,37.4,68,94,22.46
376,Diego De Almagro,CL,2021-10-26 17:41:58,-26.3667,-70.05,80.28,18,0,12.68
377,Kjopsvik,NO,2021-10-26 17:41:58,68.097,16.3742,46.17,96,100,10.89
378,Enger,DE,2021-10-26 17:41:58,52.1333,8.5667,55.78,76,100,10.0
379,Lavrentiya,RU,2021-10-26 17:41:59,65.5833,-171.0,12.36,78,80,7.43
380,Tamale,GH,2021-10-26 17:41:59,9.4008,-0.8393,89.04,42,23,3.29
381,Ixtapa,MX,2021-10-26 17:41:59,20.7,-105.2,87.22,69,51,4.0
382,Pilar,BR,2021-10-26 17:41:59,-9.5972,-35.9567,76.93,72,47,11.54
383,Koungou,YT,2021-10-26 17:42:00,-12.7336,45.2042,80.31,78,0,9.22
384,Hit,IQ,2021-10-26 17:42:00,33.6416,42.8251,74.75,24,1,8.57
385,Hokitika,NZ,2021-10-26 17:42:00,-42.7167,170.9667,55.2,92,100,2.15
386,Ahipara,NZ,2021-10-26 17:42:01,-35.1667,173.1667,59.68,94,98,5.77
387,Salaga,GH,2021-10-26 17:42:01,8.5508,-0.5188,83.7,62,64,5.57
388,Camargo,MX,2021-10-26 17:42:02,27.6667,-105.1667,84.7,18,0,17.07
389,Vao,NC,2021-10-26 17:42:03,-22.6667,167.4833,71.98,85,100,13.35
390,Safonovo,RU,2021-10-26 17:42:03,55.15,33.2167,38.91,65,100,11.88
391,Sinnamary,GF,2021-10-26 17:42:03,5.3833,-52.95,82.15,82,79,9.8
392,Danilovka,RU,2021-10-26 17:42:04,50.3557,44.1168,34.2,51,50,7.11
393,Athabasca,CA,2021-10-26 17:42:04,54.7169,-113.2854,40.82,50,13,5.77
394,Korla,CN,2021-10-26 17:42:04,41.7597,86.1469,47.68,40,0,2.44
395,Dulce Nombre De Culmi,HN,2021-10-26 17:42:05,15.1,-85.5333,93.43,42,91,4.34
396,Haines Junction,CA,2021-10-26 17:42:05,60.7522,-137.5108,13.95,92,100,0.0
397,Nanortalik,GL,2021-10-26 17:42:05,60.1432,-45.2371,37.11,70,82,3.49
398,Shenjiamen,CN,2021-10-26 17:42:06,29.9576,122.298,65.23,69,94,7.45
399,Vanimo,PG,2021-10-26 17:42:06,-2.6741,141.3028,77.86,89,85,4.59
400,Ziro,IN,2021-10-26 17:42:06,27.6333,93.8333,45.81,91,20,2.66
401,Najran,SA,2021-10-26 17:42:07,17.4924,44.1277,72.25,13,5,2.04
402,Manaure,CO,2021-10-26 17:42:07,11.7751,-72.4445,90.43,55,59,16.33
403,Santo Andre,BR,2021-10-26 17:42:07,-23.6639,-46.5383,76.57,71,75,13.8
404,Qasigiannguit,GL,2021-10-26 17:42:08,68.8193,-51.1922,17.85,79,5,3.24
405,Srednekolymsk,RU,2021-10-26 17:42:08,67.45,153.6833,-9.8,100,59,2.75
406,Henties Bay,NA,2021-10-26 17:42:08,-22.116,14.2845,61.86,84,58,7.45
407,Mbuguni,TZ,2021-10-26 17:42:08,-3.5667,36.95,78.94,58,100,15.19
408,San Quintin,MX,2021-10-26 17:42:09,30.4833,-115.95,66.2,53,0,20.15
409,Awbari,LY,2021-10-26 17:42:09,26.5921,12.7805,75.51,26,61,8.66
410,Teguise,ES,2021-10-26 17:42:09,29.0605,-13.564,70.02,56,20,20.71
411,Zarinsk,RU,2021-10-26 17:42:10,53.7074,84.9493,43.99,73,96,18.07
412,Birin,NP,2021-10-26 17:42:10,26.8865,88.0718,53.58,86,0,5.08
413,El Molino,CO,2021-10-26 17:42:10,10.6523,-72.924,92.53,51,45,2.62
414,San Juan,AR,2021-10-26 17:42:11,-31.5375,-68.5364,93.97,8,1,4.68
415,Mombetsu,JP,2021-10-26 17:42:11,44.3525,143.3525,47.86,83,92,5.84
416,Kruisfontein,ZA,2021-10-26 17:42:11,-34.0033,24.7314,65.88,84,99,19.04
417,Sibolga,ID,2021-10-26 17:42:12,1.7427,98.7792,75.92,94,100,0.72
418,Guerrero Negro,MX,2021-10-26 17:39:53,27.9769,-114.0611,69.33,57,67,23.26
419,Jasper,US,2021-10-26 17:42:12,37.2001,-94.3502,68.54,70,75,1.99
420,Aykhal,RU,2021-10-26 17:42:12,66.0,111.5,0.46,100,89,5.79
421,Vila Velha,BR,2021-10-26 17:42:13,-20.3297,-40.2925,78.75,78,75,11.5
422,Ribas Do Rio Pardo,BR,2021-10-26 17:42:14,-20.4431,-53.7592,80.56,64,97,7.36
423,Nong Khae,TH,2021-10-26 17:42:14,14.3406,100.8673,80.55,80,86,5.23
424,Taganak,PH,2021-10-26 17:42:14,6.0833,118.3,78.94,77,83,3.8
425,Ucluelet,CA,2021-10-26 17:42:15,48.9329,-125.5528,52.09,92,100,4.0
426,Pietermaritzburg,ZA,2021-10-26 17:42:15,-29.6168,30.3928,60.76,96,84,3.18
427,Clarksville,US,2021-10-26 17:37:58,36.5298,-87.3595,61.18,63,40,3.44
428,Luena,AO,2021-10-26 17:42:15,-11.7833,19.9167,65.68,88,78,8.63
429,Byron Bay,AU,2021-10-26 17:40:14,-28.65,153.6167,67.95,85,80,3.24
430,Akdepe,TM,2021-10-26 17:42:16,42.0551,59.3788,50.09,60,100,11.27
431,Neiafu,TO,2021-10-26 17:42:16,-18.65,-173.9833,74.08,78,20,2.3
432,Leningradskiy,RU,2021-10-26 17:42:16,69.3833,178.4167,9.28,94,100,22.26
433,Makakilo City,US,2021-10-26 17:42:17,21.3469,-158.0858,75.61,70,1,5.75
434,Vila Franca Do Campo,PT,2021-10-26 17:42:17,37.7167,-25.4333,72.01,78,46,12.37
435,Suez,EG,2021-10-26 17:42:17,29.9737,32.5263,70.61,68,0,11.88
436,Warrensburg,US,2021-10-26 17:42:18,38.7628,-93.7361,60.03,64,1,13.8
437,Oytal,KZ,2021-10-26 17:42:18,42.9057,73.2697,52.86,41,100,1.14
438,Vostok,RU,2021-10-26 17:42:18,46.4856,135.8833,36.95,75,66,4.79
439,Moerai,PF,2021-10-26 17:42:19,-22.4333,-151.3333,73.87,73,100,22.24
440,Kamenka,RU,2021-10-26 17:42:19,51.3223,42.7678,35.13,55,97,7.85
441,Hovd,MN,2021-10-26 17:42:19,48.0056,91.6419,35.35,43,1,2.64
442,Nanakuli,US,2021-10-26 17:42:20,21.3906,-158.1547,77.04,73,1,5.75
443,Kalmunai,LK,2021-10-26 17:42:20,7.4167,81.8167,78.84,82,74,4.07
444,Qaqortoq,GL,2021-10-26 17:42:20,60.7167,-46.0333,45.1,59,17,6.22
445,Villa Bruzual,VE,2021-10-26 17:42:21,9.3328,-69.1208,84.79,68,96,0.81
446,Fountain Hills,US,2021-10-26 17:37:53,33.6117,-111.7174,71.08,40,1,5.99
447,Onega,RU,2021-10-26 17:42:21,63.9061,38.1404,38.64,98,100,8.23
448,Kefamenanu,ID,2021-10-26 17:42:22,-9.4467,124.4781,73.04,85,13,2.08
449,Correntina,BR,2021-10-26 17:42:22,-13.3433,-44.6367,85.98,51,61,6.69
450,Bonfim,BR,2021-10-26 17:42:22,3.0833,-59.95,81.52,71,100,2.84
451,Harper,LR,2021-10-26 17:42:22,4.375,-7.7169,78.44,81,94,8.99
452,Bilibino,RU,2021-10-26 17:42:23,68.0546,166.4372,-16.76,100,100,0.94
453,Mwanza,TZ,2021-10-26 17:42:23,-2.5167,32.9,77.05,69,40,0.0
454,Talnakh,RU,2021-10-26 17:42:23,69.4865,88.3972,12.34,95,96,6.2
455,Kyra,RU,2021-10-26 17:42:24,49.5776,111.9753,33.1,61,4,3.87
456,Anadyr,RU,2021-10-26 17:42:24,64.75,177.4833,-1.7,84,0,6.71
457,Fukuma,JP,2021-10-26 17:42:24,33.7667,130.4667,60.8,60,100,1.52
458,Batagay,RU,2021-10-26 17:42:25,67.6333,134.6333,6.04,94,99,3.49
459,Kavaratti,IN,2021-10-26 17:42:25,10.5669,72.642,82.51,74,59,15.48
460,Ninghai,CN,2021-10-26 17:42:25,29.2892,121.4247,63.73,88,69,2.59
461,Taguatinga,BR,2021-10-26 17:42:26,-12.3857,-46.5711,89.04,45,76,4.68
462,Tiznit,MA,2021-10-26 17:42:26,29.5833,-9.5,61.77,77,0,6.67
463,Okhotsk,RU,2021-10-26 17:42:26,59.3833,143.3,21.87,85,100,6.49
464,Kayerkan,RU,2021-10-26 17:42:27,69.3497,87.7602,10.67,94,86,5.59
465,Bonavista,CA,2021-10-26 17:42:27,48.6499,-53.1147,44.11,71,70,13.27
466,Gamba,GA,2021-10-26 17:42:27,-2.65,10.0,76.73,88,97,7.2
467,Sayan,PE,2021-10-26 17:42:28,-11.1361,-77.1933,81.82,36,53,10.33
468,Bardiyah,LY,2021-10-26 17:42:28,31.7561,25.0865,71.44,78,75,18.25
469,Kulmbach,DE,2021-10-26 17:42:28,50.1,11.45,50.49,93,91,4.0
470,Novo Horizonte,BR,2021-10-26 17:42:29,-21.4681,-49.2208,86.0,47,93,6.02
471,Quatre Cocos,MU,2021-10-26 17:42:29,-20.2078,57.7625,74.08,71,29,15.57
472,Sabha,LY,2021-10-26 17:42:29,27.0377,14.4283,75.34,21,3,8.3
473,Prescott,US,2021-10-26 17:40:59,34.54,-112.4685,54.27,56,20,5.01
474,Caraquet,CA,2021-10-26 17:42:30,47.7941,-64.9386,51.35,77,66,7.31
475,Ewo,CG,2021-10-26 17:42:30,-0.8725,14.8206,74.91,88,88,0.36
476,Grand-Lahou,CI,2021-10-26 17:42:30,5.1367,-5.0242,79.03,85,58,10.71
477,Lompoc,US,2021-10-26 17:42:31,34.6391,-120.4579,66.56,71,1,3.44
478,Shimoda,JP,2021-10-26 17:38:59,34.6667,138.95,62.1,81,90,4.18
479,Hirara,JP,2021-10-26 17:42:31,24.8,125.2833,76.26,58,98,14.14
480,Whitehorse,CA,2021-10-26 17:42:32,60.7161,-135.0538,29.17,92,90,3.0
481,Ondjiva,AO,2021-10-26 17:42:32,-17.0667,15.7333,84.33,26,93,6.6
482,Hudiksvall,SE,2021-10-26 17:42:32,61.729,17.1036,43.99,83,6,7.67
483,Tual,ID,2021-10-26 17:42:33,-5.6667,132.75,83.44,75,53,8.48
484,Boali,CF,2021-10-26 17:42:33,4.8005,18.1275,75.07,84,85,1.95
485,Alugan,PH,2021-10-26 17:42:33,12.2188,125.4808,79.84,85,79,8.08
486,Pangoa,PE,2021-10-26 17:42:34,-12.1167,-73.0,83.53,53,86,3.44
487,Rurrenabaque,BO,2021-10-26 17:42:34,-14.4413,-67.5278,89.49,66,40,4.61
488,Barsovo,RU,2021-10-26 17:42:34,61.1667,73.1667,23.13,71,38,18.7
489,Arlit,NE,2021-10-26 17:42:35,18.7369,7.3853,90.97,10,0,6.53
490,Teknaf,BD,2021-10-26 17:42:35,20.8624,92.3058,77.59,82,88,2.3
491,Nobeoka,JP,2021-10-26 17:42:35,32.5833,131.6667,57.24,76,80,4.54
492,Port Shepstone,ZA,2021-10-26 17:42:36,-30.7414,30.455,67.26,86,95,11.61
493,Pedernales,DO,2021-10-26 17:42:36,18.0384,-71.744,87.01,55,75,6.67
494,Nchelenge,ZM,2021-10-26 17:42:36,-9.3451,28.734,79.88,56,57,3.18
495,Talcahuano,CL,2021-10-26 17:42:36,-36.7167,-73.1167,62.28,67,0,20.71
496,Gudari,IN,2021-10-26 17:42:37,19.35,83.7833,70.66,84,36,2.71
497,Chongwe,ZM,2021-10-26 17:42:37,-15.3292,28.682,81.37,34,56,9.98
498,Saint-Augustin,CA,2021-10-26 17:42:37,51.226,-58.6502,47.57,46,3,5.03
499,Chengde,CN,2021-10-26 17:42:38,40.9725,117.9361,43.52,51,0,3.74
500,Carlagan,PH,2021-10-26 17:42:38,14.975,122.0456,82.45,76,100,13.35
501,Kintinku,TZ,2021-10-26 17:42:38,-5.8833,35.2333,81.97,36,41,15.68
502,Ornskoldsvik,SE,2021-10-26 17:42:39,63.2909,18.7153,38.35,100,75,8.05
503,Sorong,ID,2021-10-26 17:42:39,-0.8833,131.25,80.13,80,78,1.59
504,Gweta,BW,2021-10-26 17:42:39,-20.1833,25.2333,82.81,32,75,3.22
505,Labuan,MY,2021-10-26 17:42:40,5.2767,115.2417,79.16,88,20,3.0
506,College,US,2021-10-26 17:42:40,64.8569,-147.8028,28.06,95,90,0.0
507,Ukiah,US,2021-10-26 17:42:41,39.1502,-123.2078,56.82,91,90,0.0
508,Atambua,ID,2021-10-26 17:42:41,-9.1061,124.8925,76.33,78,17,1.54
509,Houma,US,2021-10-26 17:40:04,29.5958,-90.7195,82.99,70,1,4.61
510,Ginir,ET,2021-10-26 17:42:41,7.1333,40.7,58.35,85,67,4.36
511,Bubaque,GW,2021-10-26 17:42:42,11.2833,-15.8333,81.36,77,98,11.74
512,Tautira,PF,2021-10-26 17:42:42,-17.7333,-149.15,80.62,79,93,5.59
513,Brae,GB,2021-10-26 17:42:42,60.3964,-1.353,51.71,95,100,24.29
514,Tagusao,PH,2021-10-26 17:42:43,9.1924,117.8141,79.09,85,39,3.89
515,Brokopondo,SR,2021-10-26 17:42:43,4.75,-55.1667,87.84,56,71,1.5
516,Lubao,PH,2021-10-26 17:42:43,14.9167,120.55,80.15,84,68,4.29
517,Santa Isabel Do Rio Negro,BR,2021-10-26 17:42:44,-0.4139,-65.0192,81.66,88,100,1.25
518,Cururupu,BR,2021-10-26 17:42:44,-1.8283,-44.8683,88.48,53,57,8.23
519,Trincomalee,LK,2021-10-26 17:42:44,8.5711,81.2335,82.24,72,100,8.95
520,Kostomuksha,RU,2021-10-26 17:42:45,64.571,30.5767,39.38,98,100,10.11
521,Berwick,US,2021-10-26 17:42:45,41.0545,-76.2333,59.47,90,100,1.99
522,Vanavara,RU,2021-10-26 17:42:45,60.34,102.2797,26.44,82,100,6.71
523,Kismayo,SO,2021-10-26 17:42:45,-0.3582,42.5454,79.61,83,45,13.96
524,Bang Saphan,TH,2021-10-26 17:42:46,11.2126,99.5117,76.41,83,100,3.58
525,Port Augusta,AU,2021-10-26 17:42:46,-32.5,137.7667,71.74,15,16,6.6
526,Te Anau,NZ,2021-10-26 17:42:46,-45.4167,167.7167,49.46,94,98,0.45
527,Kaset Sombun,TH,2021-10-26 17:42:47,16.2805,101.9542,71.26,93,63,3.58
528,Rakitnoye,RU,2021-10-26 17:42:47,50.8389,35.8515,41.25,50,41,8.21
529,Mazyr,BY,2021-10-26 17:42:47,52.0495,29.2456,42.17,52,82,9.08
530,Grants,US,2021-10-26 17:42:48,35.1473,-107.8514,53.83,47,1,25.32
531,Belyy Yar,RU,2021-10-26 17:42:48,53.6039,91.3903,33.69,86,100,2.24
532,Inuvik,CA,2021-10-26 17:39:23,68.3499,-133.7218,27.61,100,90,1.14
533,Simao,CN,2021-10-26 17:42:49,22.7886,100.9748,59.86,99,21,1.9
534,Sirnak,TR,2021-10-26 17:42:49,37.5228,42.4594,54.12,43,100,2.93
535,Mahebourg,MU,2021-10-26 17:42:49,-20.4081,57.7,74.25,73,40,12.66
536,Xiongzhou,CN,2021-10-26 17:42:50,25.1167,114.3,63.34,80,28,2.57
537,Aparecida Do Taboado,BR,2021-10-26 17:42:50,-20.0867,-51.0936,86.5,49,94,5.32
538,Gilbues,BR,2021-10-26 17:42:50,-9.8317,-45.3439,97.25,25,45,11.77
539,Praya,CV,2021-10-26 17:42:51,14.9215,-23.5087,81.14,74,90,17.27
540,Pisco,PE,2021-10-26 17:42:51,-13.7,-76.2167,68.05,68,0,9.22
541,Gusinoye Ozero,RU,2021-10-26 17:42:51,51.1144,106.2614,35.29,71,2,2.57
542,Sistranda,NO,2021-10-26 17:42:52,63.7256,8.834,47.89,78,87,18.92
543,Petropavlovka,RU,2021-10-26 17:42:52,50.6114,105.3196,36.01,66,1,3.15
544,Emilio Carranza,MX,2021-10-26 17:42:52,19.9711,-96.6114,85.53,72,31,10.8
545,Buta,CD,2021-10-26 17:42:53,2.7858,24.73,71.87,97,100,0.78
546,Gambo,CF,2021-10-26 17:42:53,4.6482,22.2633,72.54,91,44,2.04
547,Yulara,AU,2021-10-26 17:42:53,-25.2406,130.9889,75.04,53,52,3.44
548,Binzhou,CN,2021-10-26 17:42:54,37.3667,118.0167,52.83,67,0,5.41
549,Northfield,US,2021-10-26 17:42:28,44.4583,-93.1616,55.62,54,1,7.0
